Kode Cabang Induk;Cabang Induk;NAMA PERUSAHAAN;JENIS PIPELINE;ESTIMASI PEKERJA
123;KC Subang;PENGADILAN NEGERI SUBANG;Pipeline konsumer;47
123;KC Subang;PERTAMINA EP SUBANG;Pipeline konsumer;97
123;KC Subang;PLN NUSANTARA POWERSAGULING POMU;Pipeline konsumer;90
123;KC Subang;PT JAPFA COOMFEED INDONESIA CIPUNEGARAFARM PBD-JAPFACIPUNEGARA;Pipeline konsumer;55
123;KC Subang;PT JAPFA COOMFEED INDONESIA FARM PBD-JAPFAGP WANAYASA;Pipeline konsumer;45
123;KC Subang;PT JAPFA COOMFEED INDONESIA TANJUNGHATCHERY PBD-JAPFAHTC. CIPUNAGARA;Pipeline konsumer;43
123;KC Subang;PT PERTAMINA HULU ENERGI (PAGADEN)PERTAMINA EP ASSET 3 SUBANG FIELD;Pipeline konsumer;86
123;KC Subang;PT PLN INDONESIA POWERSAGULING POMU;Pipeline konsumer;95
123;KC Subang;percetakan pmj soreang;Pipeline Top 100;20
123;KC Subang;BGN;Pipeline Top 100;117
123;KC Subang;Al Kharizmi Eco Pedagogik;Pipeline Top 100;311
92;KC Sukabumi;BADAN NARKOTIKA NASIONAL KABUPATEN SUKABUMI;Pipeline konsumer;45
92;KC Sukabumi;BADAN PUSAT STATISTIK KAB. SUKABUMI;Pipeline konsumer;37
92;KC Sukabumi;BALAI BESAR PERIKANAN BUDIDAYA AIR TAWAR SUKABUMI;Pipeline konsumer;74
92;KC Sukabumi;BALAI TAMAN NASIONAL GUNUNG HALIMUN-SALAK;Pipeline konsumer;75
92;KC Sukabumi;BBPBAT;Pipeline konsumer;100
92;KC Sukabumi;KANTOR KEMENTERIAN AGAMA KOTA SUKABUMI;Pipeline konsumer;269
92;KC Sukabumi;KANTOR PELAYANAN PAJAK PRATAMA SUKABUMI;Pipeline konsumer;43
92;KC Sukabumi;KPU KOTA SUKABUMI;Pipeline konsumer;8
92;KC Sukabumi;LAPAS KELAS IIB WARUNG KIARA;Pipeline konsumer;88
92;KC Sukabumi;P3K PA SUKABUMI;Pipeline konsumer;20
92;KC Sukabumi;P3K PN SUKABUMI;Pipeline konsumer;17
92;KC Sukabumi;PENGADILAN AGAMA SUKABUMI;Pipeline konsumer;22
92;KC Sukabumi;PENGADILAN NEGERI SUKABUMI;Pipeline konsumer;36
92;KC Sukabumi;PLN Sukabumi;Pipeline konsumer;50
92;KC Sukabumi;PT ASKRINDO;Pipeline konsumer;11
92;KC Sukabumi;PT JAMINAN KREDIT INDONESIA (JAMKRINDO);Pipeline konsumer;30
92;KC Sukabumi;PT ENSEVAL PUTERA MEGATRADING;Pipeline konsumer;80
92;KC Sukabumi;STASIUN GEOFISIKA SUKABUMI;Pipeline konsumer;35
92;KC Sukabumi;BAROS CHEESE;Pipeline Top 100;30
92;KC Sukabumi;Yayasan sukabumi study centre;Pipeline Top 100;200
92;KC Sukabumi;Dinas Ikan Air Tawar;Pipeline Top 100;150
92;KC Sukabumi;PT Sunpride Tutu Kekal;Pipeline Top 100;200
94;KC Sumedang;AKADEMI METROLOGI DAN INSTRUMENTASI;Pipeline konsumer;20
94;KC Sumedang;BADAN NARKOTIKA NASIONAL KABUPATEN SUMEDANG;Pipeline konsumer;25
94;KC Sumedang;BADAN PUSAT STATISTIK KAB. SUMEDANG;Pipeline konsumer;30
94;KC Sumedang;KAHATEX;Pipeline konsumer;400
94;KC Sumedang;KANTOR PELAYANAN PAJAK PRATAMA SUMEDANG;Pipeline konsumer;45
94;KC Sumedang;KANTOR PENCARIAN DAN PERTOLONGAN BANDUNG (BASARNAS);Pipeline konsumer;96
94;KC Sumedang;KANTOR PERTANAHAN KAB. SUMEDANG;Pipeline konsumer;36
94;KC Sumedang;KPU KABUPATEN SUMEDANG;Pipeline konsumer;10
94;KC Sumedang;LAPAS SUMEDANG;Pipeline konsumer;70
94;KC Sumedang;PELAKSANAAN JALAN BEBAS HAMBATAN PROVINSI JAWA BARAT;Pipeline konsumer;39
94;KC Sumedang;PENGADILAN AGAMA SUMEDANG;Pipeline konsumer;35
94;KC Sumedang;PENGADILAN NEGERI SUMEDANG;Pipeline konsumer;39
94;KC Sumedang;PT COCA-COLA EUROPACIFIC PARTNERSSUMEDANG PLANT;Pipeline konsumer;195
94;KC Sumedang;PT PLN INDONESIA POWERJATIGEDE PGU;Pipeline konsumer;14
94;KC Sumedang;PUSAT PEMBELAJARAN DAN STRATEGI KEBIJAKAN TALENTA APARATUR SIPIL NEGARA NASIONAL;Pipeline konsumer;66
94;KC Sumedang;PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA REGIONAL BANDUNG;Pipeline konsumer;55
94;KC Sumedang;DITJEN DIKTI (PTN BH - UNIVERSITAS PADJADJARAN);Pipeline konsumer;2.566
94;KC Sumedang;PT SUNSON;Pipeline konsumer;300
94;KC Sumedang;Yayasan KH Abu Saeri;Pipeline Top 100;150
94;KC Sumedang;PT KEWALRAM;Pipeline Top 100;250
94;KC Sumedang;Catur Boga Makmur;Pipeline Top 100;60
100;KC Tasikmalaya;BADAN PUSAT STATISTIK KAB. TASIKMALAYA;Pipeline konsumer;39
100;KC Tasikmalaya;BALAI POM DI TASIKMALAYA;Pipeline konsumer;23
100;KC Tasikmalaya;Bea Cukai Tasikmalaya;Pipeline konsumer;45
100;KC Tasikmalaya;BRIGIF 13/GALUH RAHAYU;Pipeline konsumer;1.857
100;KC Tasikmalaya;KANTOR IMIGRASI KELAS I NON TPI TASIKMALAYA;Pipeline konsumer;56
100;KC Tasikmalaya;KANTOR KEMENTERIAN AGAMA KAB. TASIKMALAYA;Pipeline konsumer;1.121
100;KC Tasikmalaya;KANTOR PELAYANAN PERBENDAHARAAN NEGARA TASIKMALAYA;Pipeline konsumer;20
100;KC Tasikmalaya;KANTOR PENGAWASAN DAN PELAYANAN BC TASIKMALAYA;Pipeline konsumer;25
100;KC Tasikmalaya;KANTOR PERTANAHAN KAB. TASIKMALAYA;Pipeline konsumer;27
100;KC Tasikmalaya;KPU KOTA TASIKMALAYA;Pipeline konsumer;9
100;KC Tasikmalaya;LAPAS TASIKMALAYA;Pipeline konsumer;75
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 1 TASIKMALAYA KOTA TASIKMALAYA;Pipeline konsumer;31
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 10 TASIKMALAYA KAB. TASIKMALAYA;Pipeline konsumer;30
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 11 TASIKMALAYA KAB. TASIKMALAYA;Pipeline konsumer;13
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 12 TASIKMALAYA KAB. TASIKMALAYA;Pipeline konsumer;22
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 13 TASIKMALAYA KAB. TASIKMALAYA;Pipeline konsumer;27
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 2 TASIKMALAYA KAB. TASIKMALAYA;Pipeline konsumer;29
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 2 TASIKMALAYA KOTA TASIKMALAYA;Pipeline konsumer;24
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 3 TASIKMALAYA KAB. TASIKMALAYA;Pipeline konsumer;13
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 3 TASIKMALAYA KOTA TASIKMALAYA;Pipeline konsumer;30
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 4 TASIKMALAYA KAB. TASIKMALAYA;Pipeline konsumer;29
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 4 TASIKMALAYA KOTA TASIKMALAYA;Pipeline konsumer;26
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 5 TASIKMALAYA KAB. TASIKMALAYA;Pipeline konsumer;28
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 6 TASIKMALAYA KAB. TASIKMALAYA;Pipeline konsumer;27
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 7 TASIKMALAYA KAB. TASIKMALAYA;Pipeline konsumer;18
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 8 TASIKMALAYA KAB. TASIKMALAYA;Pipeline konsumer;31
100;KC Tasikmalaya;MADRASAH TSANAWIYAH NEGERI 9 TASIKMALAYA KAB. TASIKMALAYA;Pipeline konsumer;23
100;KC Tasikmalaya;OPERASI DAN PEMELIHARAAN SUMBER DAYA AIR CITANDUY;Pipeline konsumer;19
100;KC Tasikmalaya;P3K PA KAB TASIKMALAYA;Pipeline konsumer;33
100;KC Tasikmalaya;P3K PA KOTA TASIKMALAYA;Pipeline konsumer;31
100;KC Tasikmalaya;PENGADILAN AGAMA KOTA TASIKMALAYA;Pipeline konsumer;25
100;KC Tasikmalaya;PENGADILAN AGAMA TASIKMALAYA;Pipeline konsumer;34
100;KC Tasikmalaya;PENGADILAN NEGERI TASIKMALAYA;Pipeline konsumer;51
100;KC Tasikmalaya;POLITEKNIK KESEHATAN TASIKMALAYA;Pipeline konsumer;206
100;KC Tasikmalaya;PT ASKRINDOKANTOR CABANG TASIKMALAYA;Pipeline konsumer;9
100;KC Tasikmalaya;PT JAMINAN KREDIT INDONESIA (JAMKRINDO)TASIKMALAYA;Pipeline konsumer;7
100;KC Tasikmalaya;PT PERTAMINA POWER INDONESIAAREA KARAHA CAKRABUANA;Pipeline konsumer;60
100;KC Tasikmalaya;PT ENSEVAL PUTERA MEGATRADINGENSEVAL CABANG TASIKMALAYA;Pipeline konsumer;50
100;KC Tasikmalaya;SEKRETARIAT BAWASLU KABUPATEN TASIKMALAYA;Pipeline konsumer;4
100;KC Tasikmalaya;SNVT PELAKSANAAN JARINGAN PEMANFAATAN AIR CITANDUY;Pipeline konsumer;32
100;KC Tasikmalaya;UNIVERSITAS SILIWANGI;Pipeline konsumer;282
100;KC Tasikmalaya;Zona Retailindo;Pipeline Top 100;100
100;KC Tasikmalaya;Santap Pangan Nikmat;Pipeline Top 100;50
100;KC Tasikmalaya;CV Alzidan;Pipeline Top 100;150
100;KC Tasikmalaya;PT Mares Java Transindo;Pipeline Top 100;120
